,node,in_degree_weighted,in_degree,out_degree_weighted,out_degree
18604,18604,-2,2,0,0
18605,18605,-3,3,1,1
18606,18606,-1,1,1,1
18607,18607,6,12,0,0
18608,18608,0,0,1,1
18609,18609,0,0,-1,1
18610,18610,-4,4,0,0
18611,18611,-3,3,0,0
18612,18612,0,0,1,1
18613,18613,0,0,-1,1
18614,18614,1,1,2,2
18615,18615,1,1,0,0
18616,18616,1,1,1,1
18617,18617,0,0,1,1
18618,18618,0,0,3,3
18619,18619,-1,1,0,0
18620,18620,0,0,1,1
18621,18621,-1,3,-1,9
18622,18622,0,2,0,0
18623,18623,0,0,2,2
18624,18624,1,1,1,1
18625,18625,0,0,14,14
18626,18626,0,0,1,1
18627,18627,1,1,2,2
18628,18628,1,1,0,0
18629,18629,2,8,14,14
18630,18630,-1,11,2,2
18631,18631,2,2,0,0
18632,18632,0,0,0,4
18633,18633,0,0,1,1
18634,18634,0,0,1,1
18635,18635,-5,5,0,0
18636,18636,0,0,6,6
18637,18637,1,1,3,3
18638,18638,4,4,8,14
18639,18639,0,0,1,1
18640,18640,2,4,1,3
18641,18641,0,8,7,9
18642,18642,4,6,3,3
18643,18643,1,3,0,0
18644,18644,0,0,2,2
18645,18645,5,5,0,0
18646,18646,1,1,1,1
18647,18647,3,3,2,2
18648,18648,5,5,0,0
18649,18649,0,0,1,1
18650,18650,1,1,4,4
18651,18651,5,5,0,0
18652,18652,1,1,1,1
18653,18653,1,1,1,1
18654,18654,-5,5,0,0
18655,18655,-2,6,0,0
18656,18656,-1,1,0,0
18657,18657,2,2,2,2
18658,18658,0,0,1,1
18659,18659,2,2,0,0
18660,18660,0,0,1,1
18661,18661,0,0,3,3
18662,18662,0,0,3,3
18663,18663,3,5,18,18
18664,18664,1,1,0,0
18665,18665,1,1,0,0
18666,18666,1,1,0,0
18667,18667,1,5,1,1
18668,18668,0,0,6,6
18669,18669,0,2,3,3
18670,18670,0,0,1,3
18671,18671,0,0,1,1
18672,18672,0,0,1,1
18673,18673,-3,7,-15,15
18674,18674,0,0,2,2
18675,18675,0,0,1,1
18676,18676,0,0,1,1
18677,18677,2,2,39,39
18678,18678,1,1,76,76
18679,18679,0,2,2,2
18680,18680,0,0,-1,1
18681,18681,2,2,3,3
18682,18682,0,0,1,1
18683,18683,0,2,-1,1
18684,18684,0,0,6,6
18685,18685,0,2,2,2
18686,18686,0,2,0,0
18687,18687,1,3,0,0
18688,18688,-4,6,8,8
18689,18689,-6,10,0,0
18690,18690,0,2,-17,21
18691,18691,-1,1,2,2
18692,18692,-2,4,0,0
18693,18693,-3,7,0,0
18694,18694,-4,4,0,0
18695,18695,0,4,0,0
18696,18696,-2,6,4,4
18697,18697,0,4,51,51
18698,18698,0,6,5,7
18699,18699,-1,1,0,0
18700,18700,-3,3,0,0
18701,18701,-2,4,3,3
18702,18702,-1,3,0,0
18703,18703,-1,1,0,0
18704,18704,-1,1,0,0
18705,18705,-2,2,0,0
18706,18706,-1,1,0,0
18707,18707,0,2,1,1
18708,18708,-9,19,0,0
18709,18709,-1,3,0,0
18710,18710,-1,1,0,0
18711,18711,-1,3,-4,4
18712,18712,-1,1,0,0
18713,18713,1,1,0,0
18714,18714,2,2,4,4
18715,18715,1,1,0,0
18716,18716,5,5,2,2
18717,18717,1,5,1,1
18718,18718,4,4,22,32
18719,18719,0,2,0,0
18720,18720,3,3,8,8
18721,18721,1,1,0,0
18722,18722,3,5,2,2
18723,18723,2,2,1,3
18724,18724,2,4,5,5
18725,18725,0,0,-7,7
18726,18726,-5,5,0,0
18727,18727,0,0,12,12
18728,18728,1,1,2,2
18729,18729,1,1,1,1
18730,18730,3,7,4,4
18731,18731,3,3,44,48
18732,18732,0,0,1,1
18733,18733,0,2,3,3
18734,18734,0,0,2,2
18735,18735,0,0,1,3
18736,18736,-1,1,0,0
18737,18737,0,0,4,4
18738,18738,1,1,2,2
18739,18739,2,2,1,1
18740,18740,1,1,0,0
18741,18741,1,1,0,0
18742,18742,4,4,1,1
18743,18743,-2,2,1,1
18744,18744,0,0,1,1
18745,18745,3,3,10,10
18746,18746,1,1,1,1
18747,18747,1,1,0,0
18748,18748,2,2,0,0
18749,18749,0,0,1,3
18750,18750,1,1,2,2
18751,18751,1,1,-2,2
18752,18752,2,2,5,5
18753,18753,6,8,-31,55
18754,18754,0,0,1,1
18755,18755,0,0,-195,203
18756,18756,0,2,0,0
18757,18757,-1,1,0,0
18758,18758,-1,1,2,2
18759,18759,1,3,0,0
18760,18760,0,4,0,0
18761,18761,0,4,0,0
18762,18762,0,2,0,0
18763,18763,-1,3,2,2
18764,18764,-1,7,0,0
18765,18765,1,3,2,2
18766,18766,-1,3,0,0
18767,18767,-2,2,1,1
18768,18768,-2,6,0,0
18769,18769,4,14,0,0
18770,18770,0,6,3,3
18771,18771,-2,4,1,1
18772,18772,-5,11,7,9
18773,18773,-1,7,0,0
18774,18774,-2,2,0,0
18775,18775,-1,3,0,0
18776,18776,-5,5,3,3
18777,18777,-1,3,0,0
18778,18778,0,4,3,3
18779,18779,-1,1,0,0
18780,18780,-3,7,47,47
18781,18781,3,7,1,1
18782,18782,-1,5,4,10
18783,18783,-3,7,0,0
18784,18784,-1,9,0,0
18785,18785,-2,6,0,0
18786,18786,-1,3,0,0
18787,18787,-1,1,0,0
18788,18788,-3,3,0,0
18789,18789,1,1,3,3
18790,18790,0,0,1,1
18791,18791,0,0,-1,1
18792,18792,1,1,2,2
18793,18793,0,0,5,5
18794,18794,0,4,10,10
18795,18795,1,1,0,0
18796,18796,3,3,0,0
18797,18797,1,1,0,0
18798,18798,1,1,0,0
18799,18799,0,4,3,3
18800,18800,2,4,0,0
18801,18801,-1,3,0,0
18802,18802,1,1,0,0
18803,18803,2,2,3,3
18804,18804,2,2,0,0
18805,18805,1,1,0,0
18806,18806,4,6,0,0
18807,18807,4,4,10,10
18808,18808,2,4,5,5
18809,18809,1,1,0,0
18810,18810,0,2,0,0
18811,18811,1,1,0,0
18812,18812,-4,8,1,1
18813,18813,5,13,1,1
18814,18814,1,1,0,0
18815,18815,-1,1,2,2
18816,18816,0,0,4,4
18817,18817,-1,1,0,0
18818,18818,0,0,1,3
18819,18819,2,2,2,4
18820,18820,0,0,2,2
18821,18821,0,0,-1,1
18822,18822,0,0,5,35
18823,18823,-1,1,0,0
18824,18824,0,2,1,1
18825,18825,1,1,0,0
18826,18826,-2,2,0,0
18827,18827,-1,1,0,0
18828,18828,-1,3,1,1
18829,18829,-1,1,0,0
18830,18830,-4,6,4,4
18831,18831,2,4,4,4
18832,18832,0,0,7,7
18833,18833,1,1,0,0
18834,18834,0,0,5,5
18835,18835,1,1,1,1
18836,18836,0,2,0,0
18837,18837,-2,4,0,0
18838,18838,-2,4,0,0
18839,18839,-1,3,5,5
18840,18840,-1,1,0,0
18841,18841,10,14,38,38
18842,18842,1,3,0,0
18843,18843,1,7,-1,1
18844,18844,2,4,0,0
18845,18845,1,1,0,0
18846,18846,2,2,1,3
18847,18847,1,1,0,0
18848,18848,1,1,1,1
18849,18849,7,13,3,3
18850,18850,0,0,1,1
18851,18851,2,2,0,0
18852,18852,1,5,2,4
18853,18853,1,1,0,0
18854,18854,-2,2,0,0
18855,18855,0,2,5,5
18856,18856,1,1,6,6
18857,18857,3,3,0,0
18858,18858,-1,1,0,0
18859,18859,0,4,0,0
18860,18860,-2,2,0,0
18861,18861,0,0,1,1
18862,18862,2,2,2,2
18863,18863,1,1,5,5
18864,18864,3,3,0,0
18865,18865,0,0,1,1
18866,18866,-1,3,0,0
18867,18867,4,4,8,10
18868,18868,0,0,2,2
18869,18869,0,2,0,0
18870,18870,-1,1,0,0
18871,18871,6,6,0,0
18872,18872,-2,4,0,0
18873,18873,-1,1,0,0
18874,18874,2,2,0,0
18875,18875,1,1,0,0
18876,18876,-1,1,0,0
18877,18877,3,3,2,2
18878,18878,6,18,37,37
18879,18879,2,4,0,0
18880,18880,0,2,-6,6
18881,18881,4,4,0,0
18882,18882,1,1,0,0
18883,18883,-1,5,0,0
18884,18884,1,5,0,0
18885,18885,0,4,1,1
18886,18886,2,4,7,7
18887,18887,-2,6,-193,193
18888,18888,-1,1,0,0
18889,18889,2,2,0,0
18890,18890,-1,1,0,0
18891,18891,-5,7,0,2
18892,18892,2,2,2,4
18893,18893,0,2,0,0
18894,18894,-1,1,0,0
18895,18895,3,5,0,0
18896,18896,0,4,0,0
18897,18897,1,3,7,7
18898,18898,-1,1,0,0
18899,18899,-3,3,0,0
18900,18900,4,4,4,4
18901,18901,0,2,-11,13
18902,18902,-3,3,0,0
18903,18903,1,3,0,0
18904,18904,10,12,2,2
18905,18905,1,1,5,5
18906,18906,3,7,-30,32
18907,18907,-2,2,0,0
18908,18908,1,1,0,0
18909,18909,1,3,4,4
18910,18910,4,4,0,0
18911,18911,-2,2,0,0
18912,18912,0,4,0,0
18913,18913,0,0,1,1
18914,18914,1,1,0,0
18915,18915,0,0,1,3
18916,18916,2,6,0,0
18917,18917,0,0,1,1
18918,18918,0,0,1,1
18919,18919,0,0,1,1
18920,18920,0,0,1,1
18921,18921,0,0,4,4
18922,18922,1,1,1,1
18923,18923,0,4,0,0
18924,18924,2,4,1,1
18925,18925,0,0,1,1
18926,18926,0,0,1,1
18927,18927,1,1,0,0
18928,18928,2,2,3,3
18929,18929,3,3,0,0
18930,18930,1,1,0,0
18931,18931,0,0,1,1
18932,18932,1,1,7,7
18933,18933,2,2,0,0
18934,18934,1,1,0,0
18935,18935,5,7,0,0
18936,18936,1,1,0,0
18937,18937,1,1,0,0
18938,18938,0,2,0,0
18939,18939,1,1,0,0
18940,18940,4,6,0,0
18941,18941,1,1,0,0
18942,18942,1,1,0,0
18943,18943,1,5,0,0
18944,18944,3,3,0,0
18945,18945,1,5,0,0
18946,18946,0,0,1,1
18947,18947,-1,5,-3,3
18948,18948,0,0,1,1
18949,18949,0,0,4,4
18950,18950,0,0,2,2
18951,18951,0,0,1,1
18952,18952,1,1,0,0
18953,18953,1,1,0,0
18954,18954,1,1,0,0
18955,18955,2,2,0,0
18956,18956,1,1,0,0
18957,18957,2,2,1,1
18958,18958,1,1,0,0
18959,18959,0,0,1,1
18960,18960,5,5,4,4
18961,18961,1,1,2,2
18962,18962,4,4,0,0
18963,18963,1,1,1,1
18964,18964,2,4,1,1
18965,18965,1,1,0,0
18966,18966,1,1,2,2
18967,18967,2,2,0,0
18968,18968,0,0,-1,1
18969,18969,0,0,3,3
18970,18970,1,1,0,0
18971,18971,1,1,1,1
18972,18972,1,1,1,1
18973,18973,2,2,0,0
18974,18974,-1,1,0,0
18975,18975,1,1,0,0
18976,18976,2,2,0,0
18977,18977,0,0,2,2
18978,18978,0,0,2,2
18979,18979,1,1,-2,2
18980,18980,-1,1,0,0
18981,18981,0,0,4,4
18982,18982,1,1,0,0
18983,18983,2,2,1,1
18984,18984,-2,4,0,0
18985,18985,0,0,1,1
18986,18986,0,0,1,1
18987,18987,0,0,-2,2
18988,18988,1,1,1,1
18989,18989,2,2,-1,3
18990,18990,0,0,-5,5
18991,18991,-5,5,-10,12
18992,18992,-4,12,-2,4
18993,18993,0,0,1,1
18994,18994,3,3,0,0
18995,18995,1,1,0,0
18996,18996,1,1,0,0
18997,18997,4,4,58,58
18998,18998,2,2,5,5
18999,18999,0,0,-6,6
19000,19000,1,1,5,5
19001,19001,1,1,0,0
19002,19002,2,2,0,0
19003,19003,1,1,-52,54
19004,19004,-1,1,0,0
19005,19005,5,7,0,0
19006,19006,1,3,-1,5
19007,19007,0,2,0,0
19008,19008,-4,6,0,0
19009,19009,2,4,2,2
19010,19010,-4,4,1,1
19011,19011,-1,1,0,0
19012,19012,1,5,0,0
19013,19013,4,22,-40,94
19014,19014,0,0,1,1
19015,19015,0,0,-13,15
19016,19016,-1,1,0,0
19017,19017,-1,1,-2,2
19018,19018,2,2,3,3
19019,19019,-1,3,0,0
19020,19020,-1,1,0,0
19021,19021,-1,1,1,1
19022,19022,0,2,0,0
19023,19023,0,2,0,0
19024,19024,-2,2,0,0
19025,19025,-1,1,-3,11
19026,19026,-3,3,-1,1
19027,19027,-1,1,-1,3
19028,19028,-2,2,0,0
19029,19029,-1,3,2,2
19030,19030,2,4,5,11
19031,19031,-1,1,0,0
19032,19032,1,3,1,1
19033,19033,5,7,4,4
19034,19034,-2,2,0,0
19035,19035,0,2,0,0
19036,19036,1,1,0,0
19037,19037,0,2,0,0
19038,19038,-3,3,0,0
19039,19039,0,10,-1,3
19040,19040,0,4,1,1
19041,19041,-1,1,1,1
19042,19042,-1,1,0,0
19043,19043,5,7,5,9
19044,19044,-1,3,0,0
19045,19045,-3,3,0,0
19046,19046,-5,7,0,0
19047,19047,0,2,0,0
19048,19048,3,7,6,16
19049,19049,-2,2,0,0
19050,19050,0,2,0,0
19051,19051,2,4,0,0
19052,19052,-1,1,0,0
19053,19053,-2,2,0,0
19054,19054,-5,5,0,0
19055,19055,-7,9,0,0
19056,19056,1,1,2,2
19057,19057,1,1,2,2
19058,19058,1,1,0,0
19059,19059,0,0,-5,5
19060,19060,0,0,2,2
19061,19061,1,1,0,0
19062,19062,0,0,7,7
19063,19063,0,2,0,0
19064,19064,4,8,0,0
19065,19065,1,1,0,0
19066,19066,0,0,1,1
19067,19067,1,1,0,0
19068,19068,1,1,1,1
19069,19069,0,4,0,0
19070,19070,0,0,-2,6
19071,19071,0,0,1,1
19072,19072,0,0,1,1
19073,19073,1,3,10,12
19074,19074,0,2,7,7
19075,19075,0,0,2,2
19076,19076,1,1,7,7
19077,19077,1,1,0,0
19078,19078,2,4,4,4
19079,19079,4,4,1,1
19080,19080,-1,5,2,12
19081,19081,9,15,11,11
19082,19082,0,0,2,2
19083,19083,4,4,18,18
19084,19084,7,7,0,0
19085,19085,2,2,0,0
19086,19086,1,1,0,0
19087,19087,1,1,0,0
19088,19088,1,1,0,0
19089,19089,1,1,0,0
19090,19090,1,1,0,0
19091,19091,2,2,4,4
19092,19092,2,2,3,3
19093,19093,0,0,-1,1
19094,19094,-1,1,-33,33
19095,19095,-1,1,0,0
19096,19096,0,0,-1,1
19097,19097,0,2,0,0
19098,19098,0,0,3,5
19099,19099,1,1,0,0
19100,19100,0,0,5,5
19101,19101,1,1,1,1
19102,19102,3,3,2,2
19103,19103,0,0,2,2
19104,19104,1,5,-2,2
19105,19105,3,3,5,5
19106,19106,0,0,1,1
19107,19107,2,4,1,1
19108,19108,1,1,12,14
19109,19109,2,2,3,3
19110,19110,2,2,6,6
19111,19111,1,1,3,3
19112,19112,1,1,0,0
19113,19113,2,2,2,4
19114,19114,0,0,1,1
19115,19115,3,5,0,0
19116,19116,0,0,1,1
19117,19117,0,0,-1,1
19118,19118,0,0,1,1
19119,19119,1,1,0,0
19120,19120,2,2,0,0
19121,19121,-2,6,0,0
19122,19122,2,2,1,1
19123,19123,10,10,43,43
19124,19124,1,1,1,1
19125,19125,2,2,0,0
19126,19126,2,2,4,4
19127,19127,0,2,0,0
19128,19128,1,1,0,0
19129,19129,0,2,3,3
19130,19130,4,4,0,0
19131,19131,-1,1,15,15
19132,19132,2,2,0,0
19133,19133,3,3,0,0
19134,19134,2,4,0,0
19135,19135,-1,1,0,0
19136,19136,-2,4,0,0
19137,19137,-1,1,0,0
19138,19138,-6,6,3,3
19139,19139,-2,2,5,5
19140,19140,-1,1,-1,3
19141,19141,-1,1,0,0
19142,19142,0,4,0,0
19143,19143,-1,1,1,3
19144,19144,-1,1,5,5
19145,19145,-2,8,-28,32
19146,19146,-1,3,2,2
19147,19147,-1,3,1,13
19148,19148,-1,3,0,0
19149,19149,2,8,0,0
19150,19150,-1,1,0,0
19151,19151,-1,1,1,1
19152,19152,-1,1,0,0
19153,19153,2,2,6,6
19154,19154,-1,1,-2,2
19155,19155,-1,1,0,0
19156,19156,1,5,1,1
19157,19157,-3,3,0,0
19158,19158,-1,1,4,4
19159,19159,-4,4,0,0
19160,19160,-1,1,2,2
19161,19161,-2,10,0,0
19162,19162,-1,1,0,0
19163,19163,-1,1,-1,1
19164,19164,1,1,0,0
19165,19165,0,0,1,1
19166,19166,0,0,-1,1
19167,19167,0,0,-1,1
19168,19168,0,0,3,3
19169,19169,0,0,1,1
19170,19170,1,1,21,21
19171,19171,0,0,9,9
19172,19172,1,1,0,0
19173,19173,0,0,1,1
19174,19174,2,2,0,0
19175,19175,2,2,-1,1
19176,19176,0,0,1,1
19177,19177,1,1,0,0
19178,19178,0,2,1,1
19179,19179,1,3,4,4
19180,19180,1,1,0,0
19181,19181,0,0,1,1
19182,19182,0,2,0,0
19183,19183,2,10,0,0
19184,19184,0,6,0,0
19185,19185,-1,1,0,0
19186,19186,-3,5,0,2
19187,19187,1,3,-11,27
19188,19188,-1,1,1,1
19189,19189,-1,1,5,5
19190,19190,3,7,0,0
19191,19191,1,3,1,1
19192,19192,-1,9,0,0
19193,19193,-1,1,3,3
19194,19194,-1,3,-5,7
19195,19195,-1,1,0,0
19196,19196,-1,1,0,0
19197,19197,0,2,0,0
19198,19198,3,5,4,12
19199,19199,0,2,0,0
19200,19200,-1,1,0,0
19201,19201,-2,4,4,4
19202,19202,2,6,0,2
19203,19203,0,2,1,1
19204,19204,0,2,0,0
19205,19205,-8,12,-3,3
19206,19206,-2,2,3,3
19207,19207,2,4,1,1
19208,19208,1,7,0,0
19209,19209,-1,1,0,0
19210,19210,-1,1,0,0
19211,19211,-1,1,0,0
19212,19212,-1,1,3,7
19213,19213,-1,1,0,0
19214,19214,1,5,1,1
19215,19215,-1,1,0,0
19216,19216,1,5,0,0
19217,19217,-1,1,0,0
19218,19218,0,2,0,0
19219,19219,0,2,0,0
19220,19220,1,1,0,0
19221,19221,1,1,0,0
19222,19222,2,2,2,2
19223,19223,-4,4,0,0
19224,19224,0,0,1,1
19225,19225,2,6,1,1
19226,19226,1,1,1,1
19227,19227,3,3,1,3
19228,19228,2,2,0,0
19229,19229,0,0,3,3
19230,19230,1,1,-20,24
19231,19231,2,4,1,1
19232,19232,0,0,-2,2
19233,19233,0,0,-1,1
19234,19234,0,0,1,1
19235,19235,0,0,2,2
19236,19236,0,0,-6,6
19237,19237,0,2,3,3
19238,19238,1,1,7,7
19239,19239,2,2,1,1
19240,19240,-1,1,-1,1
19241,19241,1,1,1,3
19242,19242,1,3,0,0
19243,19243,2,2,0,0
19244,19244,5,9,-17,31
19245,19245,0,0,2,2
19246,19246,0,0,3,3
19247,19247,1,1,0,0
19248,19248,0,0,1,1
19249,19249,0,0,1,1
19250,19250,1,1,0,0
19251,19251,2,2,10,10
19252,19252,1,3,0,0
19253,19253,0,0,1,1
19254,19254,1,3,-1,3
19255,19255,1,1,0,0
19256,19256,1,1,3,3
19257,19257,1,1,1,1
19258,19258,1,1,2,2
19259,19259,2,2,-73,101
19260,19260,1,3,3,3
19261,19261,4,8,5,5
19262,19262,1,1,8,8
19263,19263,1,1,0,0
19264,19264,0,0,5,5
19265,19265,0,0,1,1
19266,19266,10,10,3,3
19267,19267,5,9,1,1
19268,19268,1,1,3,3
19269,19269,0,0,1,1
19270,19270,0,0,3,3
19271,19271,3,3,16,16
19272,19272,3,3,1,1
19273,19273,2,4,21,21
19274,19274,2,6,12,12
19275,19275,1,1,1,1
19276,19276,2,2,12,12
19277,19277,2,2,8,8
19278,19278,2,2,1,1
19279,19279,1,1,3,3
19280,19280,0,0,-1,1
19281,19281,0,0,1,1
19282,19282,-2,2,0,0
19283,19283,9,9,0,0
19284,19284,0,0,1,1
19285,19285,0,0,4,4
19286,19286,2,2,1,1
19287,19287,1,1,2,2
19288,19288,1,1,2,2
19289,19289,0,0,-1,1
19290,19290,0,0,2,2
19291,19291,1,1,0,0
19292,19292,0,0,1,1
19293,19293,2,2,5,9
19294,19294,3,3,0,0
19295,19295,1,1,0,4
19296,19296,0,0,-1,1
19297,19297,1,1,1,1
19298,19298,2,2,1,1
19299,19299,1,1,0,0
19300,19300,3,3,-1,1
19301,19301,-2,6,0,0
19302,19302,0,0,2,2
19303,19303,2,6,0,0
19304,19304,1,1,0,0
19305,19305,0,0,1,1
19306,19306,1,1,3,3
19307,19307,1,1,0,0
19308,19308,-2,4,0,0
19309,19309,3,3,0,0
19310,19310,1,1,0,0
19311,19311,1,1,0,0
19312,19312,8,14,0,0
19313,19313,0,4,0,0
19314,19314,0,0,1,1
19315,19315,2,2,5,5
19316,19316,2,2,2,2
19317,19317,2,2,1,1
19318,19318,1,1,0,0
19319,19319,2,2,6,6
19320,19320,1,1,1,1
19321,19321,1,1,2,2
19322,19322,0,0,-6,6
19323,19323,-1,1,2,2
19324,19324,-4,6,0,0
19325,19325,-2,4,3,3
19326,19326,0,0,1,1
19327,19327,2,2,1,1
19328,19328,-2,2,0,0
19329,19329,-1,1,0,0
19330,19330,-2,2,0,0
19331,19331,-1,1,1,1
19332,19332,-1,1,0,0
19333,19333,-4,4,0,0
19334,19334,1,1,3,3
19335,19335,1,1,1,1
19336,19336,1,1,-18,18
19337,19337,5,9,19,19
19338,19338,2,2,0,0
19339,19339,0,0,2,2
19340,19340,1,1,0,0
19341,19341,-1,1,1,1
19342,19342,-1,1,9,9
19343,19343,-1,1,0,0
19344,19344,1,3,0,0
19345,19345,-2,2,-1,1
19346,19346,-3,5,0,0
19347,19347,-1,1,0,0
19348,19348,-1,1,-1,1
19349,19349,-1,3,0,0
19350,19350,0,0,-2,2
19351,19351,-1,1,1,1
19352,19352,5,7,0,0
19353,19353,0,0,1,1
19354,19354,-2,2,0,0
19355,19355,0,0,2,2
19356,19356,1,1,0,0
19357,19357,-1,5,5,5
19358,19358,1,1,0,0
19359,19359,3,3,2,4
19360,19360,1,1,1,1
19361,19361,3,3,6,6
19362,19362,2,4,2,2
19363,19363,56,60,51,51
19364,19364,0,0,1,1
19365,19365,0,0,2,2
19366,19366,1,3,6,6
19367,19367,3,3,2,2
19368,19368,0,2,3,3
19369,19369,1,1,0,0
19370,19370,-1,1,4,6
19371,19371,0,0,1,1
19372,19372,1,1,0,0
19373,19373,0,0,-1,1
19374,19374,0,0,-1,1
19375,19375,0,0,2,2
19376,19376,2,2,0,2
19377,19377,0,0,6,6
19378,19378,1,1,0,0
19379,19379,1,1,2,2
19380,19380,1,1,0,0
19381,19381,1,1,3,3
19382,19382,1,1,3,3
19383,19383,0,0,-2,2
19384,19384,0,0,1,1
19385,19385,0,0,2,2
19386,19386,0,0,1,1
19387,19387,0,0,3,3
19388,19388,4,4,-2,4
19389,19389,1,1,1,1
19390,19390,0,0,1,1
19391,19391,3,3,0,0
19392,19392,0,0,7,7
19393,19393,1,1,0,0
19394,19394,2,2,0,0
19395,19395,0,0,1,1
19396,19396,1,1,0,0
19397,19397,0,0,1,1
19398,19398,0,0,1,1
19399,19399,0,0,1,1
19400,19400,2,4,13,13
19401,19401,3,3,2,2
19402,19402,0,2,0,0
19403,19403,3,3,1,5
19404,19404,0,10,1,1
19405,19405,1,1,1,1
19406,19406,0,0,1,1
19407,19407,1,1,4,4
19408,19408,4,4,24,24
19409,19409,0,0,1,1
19410,19410,1,3,4,4
19411,19411,0,0,1,1
19412,19412,2,2,0,0
19413,19413,0,0,1,1
19414,19414,0,0,2,2
19415,19415,4,4,0,0
19416,19416,3,5,0,0
19417,19417,2,4,20,20
19418,19418,1,3,0,0
19419,19419,8,12,1,1
19420,19420,-2,8,-3,3
19421,19421,0,4,-1,1
19422,19422,4,4,0,0
19423,19423,3,3,10,10
19424,19424,2,10,-3,3
19425,19425,4,4,4,4
19426,19426,0,4,0,0
19427,19427,1,1,0,0
19428,19428,2,4,1,1
19429,19429,0,0,2,2
19430,19430,0,0,1,1
19431,19431,1,1,0,0
19432,19432,0,2,9,9
19433,19433,1,1,0,0
19434,19434,2,2,0,0
19435,19435,2,2,13,13
19436,19436,3,3,0,0
19437,19437,9,11,0,0
19438,19438,1,1,1,1
19439,19439,1,7,8,8
19440,19440,1,1,0,0
19441,19441,1,1,0,0
19442,19442,0,4,1,1
19443,19443,6,10,0,0
19444,19444,-6,6,0,0
19445,19445,2,2,0,0
19446,19446,2,4,3,3
19447,19447,-1,5,-10,12
19448,19448,0,0,2,2
19449,19449,1,1,1,1
19450,19450,4,4,7,7
19451,19451,-1,1,0,0
19452,19452,-2,4,0,0
19453,19453,0,0,1,1
19454,19454,2,2,0,0
19455,19455,2,2,0,0
19456,19456,1,1,6,6
19457,19457,1,1,0,0
19458,19458,1,1,0,0
19459,19459,0,0,4,4
19460,19460,2,2,3,3
19461,19461,2,2,1,1
19462,19462,1,1,0,0
19463,19463,0,0,1,1
19464,19464,1,1,8,8
19465,19465,2,2,3,3
19466,19466,0,0,1,1
19467,19467,1,1,3,3
19468,19468,5,7,0,0
19469,19469,0,0,1,1
19470,19470,-1,1,0,0
19471,19471,0,0,1,1
19472,19472,-1,1,-61,61
19473,19473,0,0,1,1
19474,19474,0,0,1,1
19475,19475,1,1,1,1
19476,19476,1,1,2,2
19477,19477,0,0,2,2
19478,19478,0,0,1,1
19479,19479,0,0,1,1
19480,19480,0,2,1,1
19481,19481,2,2,3,3
19482,19482,1,1,4,4
19483,19483,1,1,0,0
19484,19484,0,2,0,0
19485,19485,0,2,-66,80
19486,19486,-2,4,0,0
19487,19487,-3,3,0,0
19488,19488,-2,4,5,5
19489,19489,-2,10,19,19
19490,19490,3,15,0,0
19491,19491,0,0,3,3
19492,19492,2,2,0,0
19493,19493,2,2,0,0
19494,19494,1,1,2,6
19495,19495,3,3,0,0
19496,19496,1,1,0,2
19497,19497,3,3,-33,33
19498,19498,0,2,0,0
19499,19499,-1,1,1,1
19500,19500,1,1,-3,7
19501,19501,-1,1,0,2
19502,19502,6,14,20,22
19503,19503,1,1,6,6
19504,19504,-3,3,-1,1
19505,19505,2,4,7,7
19506,19506,3,7,1,1
19507,19507,0,2,1,1
19508,19508,0,4,2,2
19509,19509,2,2,44,44
19510,19510,-1,1,0,0
19511,19511,9,17,-4,4
19512,19512,1,1,5,5
19513,19513,1,1,0,0
19514,19514,1,1,2,2
19515,19515,1,5,3,3
19516,19516,1,1,2,2
19517,19517,2,2,17,17
19518,19518,0,0,-1,1
19519,19519,0,0,1,1
19520,19520,0,0,5,5
19521,19521,0,0,-11,11
19522,19522,0,0,1,1
19523,19523,1,3,3,3
19524,19524,1,1,0,0
19525,19525,1,1,0,0
19526,19526,1,1,0,0
19527,19527,2,2,22,22
19528,19528,1,1,1,1
19529,19529,1,1,6,6
19530,19530,2,2,1,1
19531,19531,2,2,3,3
19532,19532,1,3,1,1
19533,19533,2,2,114,114
19534,19534,3,5,28,28
19535,19535,1,1,1,1
19536,19536,0,4,-49,49
19537,19537,-1,1,0,0
19538,19538,0,0,1,1
19539,19539,3,3,0,0
19540,19540,1,1,1,1
19541,19541,1,1,2,2
19542,19542,-2,8,0,0
19543,19543,3,3,11,11
19544,19544,0,0,3,3
19545,19545,0,0,-1,1
19546,19546,0,0,3,3
19547,19547,1,5,0,0
19548,19548,2,2,5,5
19549,19549,0,0,5,5
19550,19550,1,1,0,0
19551,19551,1,1,0,0
19552,19552,0,0,1,1
19553,19553,1,1,0,0
19554,19554,2,2,0,0
19555,19555,0,2,2,2
19556,19556,1,1,0,0
19557,19557,2,2,3,3
19558,19558,3,3,3,3
19559,19559,1,1,0,0
19560,19560,3,3,0,0
19561,19561,3,3,0,0
19562,19562,1,1,0,0
19563,19563,1,1,0,0
19564,19564,-1,3,0,0
19565,19565,-1,1,0,0
19566,19566,0,4,0,0
19567,19567,0,2,1,1
19568,19568,0,2,0,0
19569,19569,-1,1,0,0
19570,19570,-1,1,0,0
19571,19571,-1,1,0,0
19572,19572,3,5,4,4
19573,19573,-1,1,0,0
19574,19574,-1,1,2,2
19575,19575,-2,2,0,0
19576,19576,-1,1,0,0
19577,19577,0,2,1,1
19578,19578,-2,4,-1,1
